monotonic_s,num_running_reqs_sum,num_queue_reqs_sum,num_used_tokens_sum,max_total_num_tokens_sum,token_usage_mean,pending_prealloc_token_usage_mean,num_servers_sampled
1155.3,522.0,6890.0,1519598.0,1580642.0,0.961491413876276,0.0,8
1155.4,513.0,6889.0,1512234.0,1580642.0,0.9567928517740971,0.0,8
1155.5,512.0,6888.0,1515697.0,1580642.0,0.9590024010081881,0.0,8
1155.6,512.0,6888.0,1515697.0,1580642.0,0.9590024010081881,0.0,8
1155.7,506.0,6883.0,1515567.0,1580642.0,0.9589194551807461,0.0,8
1155.8,508.0,6883.0,1521775.0,1580642.0,0.962627672034974,0.0,8
1155.9,510.0,6879.0,1518628.0,1580642.0,0.9606197449660497,0.0,8
1156.0,508.0,6874.0,1523383.0,1580642.0,0.9636536481159494,0.0,8
1156.1,511.0,6874.0,1523449.0,1580642.0,0.9636957590744969,0.0,8
1156.2,506.0,6867.0,1516173.0,1580642.0,0.9590533449170479,0.0,8
1156.3,506.0,6866.0,1516308.0,1580642.0,0.9591339842977374,0.0,8
1156.4,510.0,6865.0,1516143.0,1580642.0,0.9590287069013687,0.0,8
1156.5,509.0,6860.0,1524351.0,1580642.0,0.9642657788370946,0.0,8
1156.6,509.0,6860.0,1524351.0,1580642.0,0.9642657788370946,0.0,8
1156.7,510.0,6854.0,1524420.0,1580642.0,0.9643098039301216,0.0,8
1156.8,511.0,6853.0,1520577.0,1580642.0,0.9618577976619692,0.0,8
1156.9,519.0,6848.0,1513776.0,1580642.0,0.957518454797097,0.0,8
1157.0,516.0,6843.0,1498707.0,1580642.0,0.9478884887766743,0.0,8
1157.1,520.0,6843.0,1505607.0,1580642.0,0.9522909980793679,0.0,8
1157.2,522.0,6844.0,1508695.0,1580642.0,0.9542612805035298,0.0,8
1157.3,522.0,6842.0,1512725.0,1580642.0,0.9568326011542334,0.0,8
1157.4,521.0,6838.0,1523838.0,1580642.0,0.963923193310876,0.0,8
1157.5,525.0,6837.0,1519954.0,1580642.0,0.9614422585113552,0.0,8
1157.6,520.0,6833.0,1520653.0,1580642.0,0.9623570160813418,0.0,8
1157.7,520.0,6833.0,1520653.0,1580642.0,0.9623570160813418,0.0,8
1157.8,523.0,6830.0,1520701.0,1580642.0,0.9623876422330128,0.0,8
1157.9,524.0,6828.0,1520525.0,1580642.0,0.9622753463435528,0.0,8
1158.0,523.0,6827.0,1520535.0,1580642.0,0.9622817267918176,0.0,8
1158.1,525.0,6826.0,1525565.0,1580642.0,0.9654910922689984,0.0,8
1158.2,520.0,6821.0,1529312.0,1580642.0,0.9674187008166569,0.0,8
1158.3,517.0,6812.0,1522704.0,1580642.0,0.9632025006032948,0.0,8
1158.4,520.0,6812.0,1522773.0,1580642.0,0.9632437162867583,0.0,8
1158.5,516.0,6810.0,1515773.0,1580642.0,0.958777402501417,0.0,8
1158.6,516.0,6810.0,1515773.0,1580642.0,0.958777402501417,0.0,8
1158.7,515.0,6805.0,1523030.0,1580642.0,0.963407693807163,0.0,8
1158.8,519.0,6802.0,1519405.0,1580642.0,0.9613957545791904,0.0,8
1158.9,527.0,6798.0,1533337.0,1580642.0,0.9702849951016725,0.0,8
1159.0,527.0,6798.0,1533337.0,1580642.0,0.9702849951016725,0.0,8
1159.1,526.0,6797.0,1536989.0,1580642.0,0.9726151348079678,0.0,8
1159.2,525.0,6796.0,1540859.0,1580642.0,0.975084368286435,0.0,8
